,text,
2434,#southernstrike  If you are stuck in London call us and our girls can keep you warm 07772 33 33 10 https://t.co/DWT1sJ3S9X,
2435,"I like how committed people in London are to cold weather gear right now, even though it's super mild out. As a New Englander, I'm sweating😂",y
2441,"Just came back home from London with an empty wallet, lots of baby-bun clothes and a cold *toot*",
2442,"That white and dense fog is what happens in winter in the place I live.
Tomorrow I flee from Mordor and I'll come t… https://t.co/iBn9OTTa1V",y
2443,"It's a beautiful morning in East London!  The sun is shining, it's not too cold... I think it's a good day to visit Jennifer at JK Pike. ;-)",y
2445,@HarrisJOfficial I'm from London like u😉👌❤and I'm so cold Harris❄💙💙,
2447,Morning departure into the retreating fog #southend #airtraffic #weather #officeview @ London… https://t.co/oy0x6Yxi3B,y
2451,"@hannahyeoh have a great conference and a wonderful time in London, YB! Too bad am back home this year or would meet you up. Keep warm! 😁",
2452,The weather in Australia is just uhhh...... boiling hot so I might move to London or somewhere in England. https://t.co/qk4bPL28cI,y
2469,"Working with @imixconcrete pouring a large slab in Southall, pumped with a boom from @coonansconstruct! #london… https://t.co/DL9jEwh1xb",
2470,"A sunny day in London on AL: to the zoo, I think. @Spr1969 any friends there (human or animal!) I should look out for?",y
2473,Never forget that we have an EPA for a reason @GovernorPerry #SaveOurPlanet #EnvironmentPledge https://t.co/RfmmqqheGw,
2474,I'm actually more surprised they were not here already. Maybe Dublin &amp; Frankfurt were close enough though...… https://t.co/Q9mv0MP7QK,
2475,"Nahid Islam: Friends flood social media with tributes to boy, 15, killed while cycling #London… https://t.co/SJADAnY4Lh",
2476,"Weather at London, UK: Cloudy tomorrow! With a high of 52F and a low of 46F.",y
2480,December 14th. Radiant sunshine in lovely Richmond park today. #feelinglucky #london #richmond… https://t.co/by74ByXXja,y
2481,London's best pasta dishes featuring @VenetaStJames - it's cold out and 'carb-loading is officially acceptable'! https://t.co/yRKN9pvqac,
2482,Really Great Tips for Keeping Pets Warm as Temperatures Drop https://t.co/FJsHvU1U37 #pets #weather #dogs #cats… https://t.co/TdYpUJ43Gu,
2484,.@EmmaFenny tomorrow is going to be a good day 😋🙏🏻 https://t.co/BjG6yr2orK,
2485,Maybe Run DMC could do a warm up gig in London?,
2487,I'll stay in London with this 55 degree weather https://t.co/F0Xhobskll,
2488,It's actually really hot in #London right now. No idea why people are complaining about the #weather. 💯 #LondonWeather #UKWeather,y
2489,#rainbow in my #starbucks #coffee #RegentStreet #london https://t.co/RgKHN9Lw0R,
2490,Right. Will stop complaining about balmy London Christmas now. https://t.co/uqGgx1cbsX,y
2506,I'm in the mood to spread some sunshine today so I'm starting by rocking my burgundy Tutu to London 😃😄.....,y
2507,"From dark, rainy Dublin airport this morning, to... https://t.co/hr2qrxxWj1",y
2509,@SeimenBurum Happy Wednesday xx Beautiful glorious sunshine here in London https://t.co/IadKwgv7cO,y
2510,Hello and good day beautiful warm London. Doesn't feel like Christmas. Way too mild! https://t.co/7h7h6g8ss7,y
2512,My boyfriend Mr. Sunshine is being a big time flirt in a London today. #simasays #london #primrosehill https://t.co/huAjH9qM8o,
2513,Left rainy Dublin for the blue skies of London @CARAMagazine https://t.co/7N57N2jGkn,y
2515,This morning's fog in Battersea Park.  #batterseapark #battersea #london #winter #wintersu… https://t.co/0viJF6SqyM https://t.co/N680Em6YiL,y
2516,This is my jam youknow. Video is cold https://t.co/tHOxSElEmi,
2520,"Shirtless &amp; shorts, that's how warm London is today! https://t.co/FH3vypwX0L",
2521,"Shirtless &amp; shorts, that's how warm London is today! https://t.co/0QWuS6OClp",
2523,Lunchtime view. Unseasonably warm in London. 54F. https://t.co/NXknZRePAM,y
2525,"Sunshine🌻🌞 @ London, United Kingdom https://t.co/BZDCi4QqqM",y
2528,#lunch #shooting #actorslife #stroll #sunshine #london #thanks #hello #happy #actor #instagood… https://t.co/GmMEWb1e7m,y
2530,What a gorgeous sunny day today in London,y
2535,"If you're near Baldock, pop into London Row to see my work and lots of other things too. https://t.co/ihMgHqNEcj",
2537,https://t.co/QgbJ90tsbL,
2543,#bright #sunny #moment #London #StPancreas https://t.co/NwlJ0C7W3j,y
2545,"Blue sky #London winter days. Even warm out. Lovely. @ Chelsea, London https://t.co/JgkVhMGQ9m",y
2555,Everton fans laughing at the idea Barkley would leave to go to spurs hahaha he would leopard crawl to London to just warm their bench mate,
2560,Lovely south London day! Warm and sunny! いい天気ですね！南東ロンドン https://t.co/pFGjy48u0E,y
2562,Sunny day in London from the best view #Shangrila #shard https://t.co/hx8LCMvOnS,y
2564,"Masayoshi Sukita
David Bowie. Rainbow Theatre Backstage. London (1972) https://t.co/r6We1KFkPm",
2571,London you are so pretty in the sunshine 🇬🇧☃️ #BatterseaParkOfficeViews https://t.co/okZGBGz9e3,y
2575,"138 Holborn in the sunshine ☀️
.
.
.
.
.
#london #londres #londonlife #architecture #build… https://t.co/vprJ4mr6HM https://t.co/TRkBiSE9xD",y
2579,Beautiful sunny day in @cityoflondon #London #property #marketing #PR https://t.co/ZUNE6C2sKs,y
2580,"Know this ""news"" from 2011. Fog deaths from coal led to Clean Air Regs ('56). Story worth repeating re: Global Warm… https://t.co/1qP6b5GbvS",
2583,"London. 0 
Cold. 1",
2584,It's such a beautiful day in London. #sunshine,y
2585,Walking through London in glorious sunshine and hoping that everything will work out for next year...🙏🏻,y
2589,"Lovely sunny day in London, never seen so many Christmas Trees https://t.co/NlL99aZQCp",y
2590,BELLA - Bella striking looks and warm personality will enchant you. One look https://t.co/R0OcVZ5LSc #Escort https://t.co/JdbZIxIEBc,
2594,"Hands up. Are you still commuting into London despite the cold?
(If so, you win Wednesday) https://t.co/DLAARSiSVH",
2596,Could someone explain how I am a fake fan/hater when I flew to London and spend 7 (2x) hours in the cold for this band??,
2597,"In 1952, 12,000 people died in London after a massive fog spread through the city. We finally know what caused it. https://t.co/ZMppulsYxa",
2600,"Sink the Pink is a raucous, rainbow-hued bacchanal taking over the London club scene with their all-inclusive subculture.",
2603,I'm wearing my Slytherin sweater that Selina got me from London today because it's FINALLY COLD ENOUGH. I love this sweater. 🐍,
2604,"I have measured out my life in light, son of lilacs, rain is the coldest London Bridge,",
2605,"Mature British Independent Escort - Warm, Sensual &amp; Friendly - London
#escorts #sex #London https://t.co/ssHX438ewM",
2614,London in the winter sunshine 🙂,y
2616,"Perfect crisp sunny day to discover the Danish church right in Central London, site of the… https://t.co/r2FGOdfbZP",y
2617,https://t.co/uDhQtrHKDh,
2621,"Solstice 21 dec might be longest night but we're toasty&amp;bright inside @TheForgeCamden Russian 🎶 convivial 🍸warm 💖
https://t.co/wP19Ba6pr4",y
2622,It is that #cold time of year for #London so we introduce you to #sustainable #knitwear brand Neighbourworks CIC... https://t.co/EY3aM0fmDa,
2623,"Grab your warm hats and jumpers, bundle up, and explore our #historic city of #London this Winter. https://t.co/6wer8UE6t9",
2625,#santaskate 2016 in London - a great crowd of Santas enjoying the sunny day https://t.co/3dqUP9rxEq,y
2627,London's kinda warm today,y
2628,Lucky to enjoy the view from the roof of #SenateHouse - London's first skyscraper - today. London looking beautiful… https://t.co/HgtnWW7Vhg,
2629,"On a cold, but sunny morning in London recently, as the birds chirped over the sound of an Underground train, a longform article started.",y
2634,It is far too warm in December in London!,y
2635,HOODED...#winter #warm #tattoo #boy #park #life #skater #boy #london #life #clothing #streetwear #jumper #trendy #uk https://t.co/N3KC4FO7K5,
2636,i do hope this is right and saturday is FOG ...i love a good london pea souper (not that it will actually be one of… https://t.co/VjiZc7Lt0E,y
2637,"#lunchbreak #sunshine☀️#londonlife @ Millennium Bridge, London https://t.co/OHyzLf4dyd",y
2638,#roomwithaview #London #lovelondon #view #skyline #sunny #bttower #dusk #bright #cityview #sunshine https://t.co/GdTWPDFIbn,y
2639,#braverman rainbow diet online shopping sites in london,
2640,"It's a lovely sunny day in London, perfect for setting off on the #GibsonTrail! Just four days left to see the show… https://t.co/9465blYaQ8",y
2641,"It's the middle of December, yet I'm sitting outside in London, enjoying the sunshine....with no coat. #Weather #sunshine #London",y
2646,Boom! Could surf on this sunshine all day :-) Gorgeous #London,y
2647,"Any sponsors for my London Marathon training efforts would be very welcome. It's cold, it's dark, it's a looong way: https://t.co/4NyvkttbSU",
2652,The bees are making the most of the sunny day in London https://t.co/LJhGJ1WqMM,y
2653,London is so warm 😩,y
2655,After a bit of a ropey 36 hours I am being restored by friends and London in the sunshine.,y
2656,Beautiful sunny day today in little Venice 14/16/16 #littlevenice #londonwaterways #Britainwaterways… https://t.co/XNo6kBKFZZ,y
2657,#TheBeatles #sunshine #Printables #MakkiZakkiChannel #London #Esty #estyseller #estygifts #sunrise https://t.co/iCkm3Qh6ZS,y
2658,"It's a lovely sunny day in London, perfect for setting off on the #GibsonTrail! Just four days left to see the... https://t.co/W7L3OEkkhI",y
2659,"*Glorious* day in London ... 13 degrees, sunshine, barely a breeze and I think (I'm not certain) I actually saw happy people walking outside",y
2661,La pequeña Venecia en Londres -Sunny day in London little Venice #lapequeñaveneciaLondres #canalrivertrust https://t.co/AsiFoHmZee,y
2663,"I'm Loving The Sunny, Picturesque, Warm Weather In London This Afternoon. Feeling Those Spring &amp; Summer Vibes. Blessed // Grateful ☺☀",y
2664,Cycle commuting into #London in the cold is the best Feel 4 those who rely on trains &amp; don't have an option 2 bike https://t.co/RDHmWAib9F,y
2667,My #favourite #park shrouded in #early #morning #mist with a #beautiful #sunrise #Brockwellpark #tranquility… https://t.co/CRWMULjhDO,y
2672,tfw you'll never get to drink and play cards with TS Eliot in front of a warm fire on a snowy london day,y
2676,"Can I just say, at 7am this morning, never expected blue skies and sunshine over #London town. Hope it stays. https://t.co/8722LWdted",y
2680,"Starbucks #christmascollection 🎄🎁

#starbucks #london #travel #day1 #cold #coffee #englishcoffee… https://t.co/jFbAMmyKW9",
2682,https://t.co/Nj96sYiGF0,
2683,#wapping #sunshine #london #today https://t.co/wttgWWkqpW,y
2685,of course it's a beautiful clear sunny day when i'm flying out of london. but it's also 3 pm and the sun is setting so see ya i'm outta here,y
2691,"Stuff like this is why I roll my eyes when we're told ""The Cold War is over! It's time to move on!"" https://t.co/umT5YyLonT",
2694,"I don't know whether it's because it's my first winter in London, but is it always this mild?  It's not cold one bit... #globalwarming ? 😩🌍",y
2698,"Lovely leisurely day in sunny #London
Can't believe it's December! https://t.co/AcoA3zgjN7",y
2699,"It is a beautiful day in London, it's sunny and I'm smiling because there will prosecco later 🙌🏼☀️💯",y
2703,"https://t.co/mlTZyz0Ay1
This Band was sooo hot it had a residency at the #PlayboyClub n #London at the hey Day of the #Club 
#soul #RnB #Mp3",
2705,Nice sunny day in London. Very interesting tour of Parliament. https://t.co/CmH90KmW9f,y
2706,10am: Mostly Cloudy -9.1C - Feels: -18C - Wind: SW 27km/h Gusts to 40km/h - Bar: 101.9 kPa v - Hum: 74% #London #Weather,y
2708,"London: rain.
Milan: fog.

...and then there is Naples ❤️ #sun… https://t.co/7NgsQirZZs",y
2709,#winter https://t.co/sG1quIskXK,
2710,Thankyou London for a most beautiful sunny December day. See you again soon! ❤️☀️🙏 #wanderlust… https://t.co/gQlB3vnQia,y
2711,"Day 14/30 #30daysoffit - TAKE IT OUTSIDE
-
It's a warm day (for once) here in London and the challenge today, 10... https://t.co/Cdz6n3M6cc",
2713,"😂 that time of the month hitting you hard. Check out ""London"" https://t.co/ye93QKohU4",
2720,#London #sunny #day #contrast #cool #coolphotography #Leyton finding my #way #out #wayout #tube… https://t.co/mMMEqeBEkv,y
2721,"Full moon on Winter Time, London. Cold but HAPPY. https://t.co/d30o8RCHYj",y
2724,Dean Martin 👍👏 10C in London is pretty nice 😬😌 https://t.co/eKq9dKrdhk,y
2726,Beautiful sky in London. And it's warm!! https://t.co/G4RmBZSXwF,y
2727,"❤️💛💚💙💜💗Any colour you like, any size , any quantity + Gold , silver,black ,rainbow flowers ❤️💛💚💙💗 #DÈSIR ROSES… https://t.co/dBH8erHwqa",
2728,Perfect sunny day to be on a #rooftop in #London. Fitting sapele timber seating and trellis to our #planters.… https://t.co/aVDKoUs484,y
2729,"A mothers love❤
From d moment a child is born,
a mothers heart grows warm.
A mother is blessed with previous gift,… https://t.co/NUvMkJVlUM",
2730,@clemsontyger04 going to miss a game I would rather this one than a sunny London day where he can win the game himself,y
2731,A sunny winters day in London Town #rarelondonmoments https://t.co/mHPwCYukHN,y
2734,@Wallieprobyn @tony26962 @TfLTPH His fog lights still on warning of dangerous drivers in London. Keep out of my way.,
2736,Feel horrible about today's game. Nothing good ever happens on a cold Wednesday night in Sunderland when Hazard is back in London.,
2738,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 295 (previously unranked) (6) Buy… https://t.co/s2NZO5cZuR,
2739,@TamaraHemsley we met up in Leeds and I was shortly leaving for London. And it was very COLD! 4 YEARS!! https://t.co/WMOpa9Z81Z,
2743,"#ChristmasTime a sunny warm middle of December in The City Of London
#BeautifulDay 🎅🎅🎅
Feel like Spring https://t.co/JSBTtRACQL",y
2747,#7: Cold (Book One): Cold (Book One) Ella London (Author) (6) Buy new: $0.99 (Visit the Hot… https://t.co/SgeD8mB2R2 #Kindle #Short #Read,
2748,A sunny winters day in London Town #rarelondonmoments https://t.co/pFeFz9bNeX,y
2755,Enjoying the cold in London just Met Father Christmas and got my first present for under my tree 🌲 Love xmas!! 💃😇🌲 https://t.co/cVtdBBrhmz,y
2756,London weather: London City Airport flights disrupted following fog ... - Evening Standard #Weather https://t.co/bfofNAcMsW,y
2758,#3: Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 295… https://t.co/ERqAinaq8V #Kindle #Store,
2761,The Mist : https://t.co/hBMZOVngVx,y
2767,"We blame George W Bush.
https://t.co/GwzM37UCNy",
2768,Lovely #sunlight on #stpaulscathedral this afternoon ❤️ #london… https://t.co/aYcHZ7vcSP,y
2769,Checking out Nürnberg's #christkindlesmarkt (Christmas Market) And to think we thought it was cold in London 😳😄 nee… https://t.co/5BQGiY9eMt,y
2770,@ComicBookGuy708 @telltalegames Wish i was in London atm for it instead i'm in COLD ass Scotland Lol,
2776,11am: Mostly Cloudy -8.3C - Feels: -18C - Wind: SW 33km/h Gusts to 44km/h - Bar: 101.9 kPa v - Hum: 70% #London #Weather,y
2777,Sunny day in London. 😍☀️ #OxfordStreet #London #Eatnlondon #Snapnlondon #prettylittlelondon… https://t.co/1gVcSGk9xU,y
2781,"Inge Morath, ""Fog on the #Thames"", #London, 1954
https://t.co/TuEVucBiAf https://t.co/GXrkMOg2Yp",y
2788,@ellefabbro @ShieldsWeather Think YAM &amp; YVV have the best shots w/ the intense squalls.....sunny &amp; cold wx here in London as well (for now),y
2790,@FoxNews Keep safe-is it 20 years since we had a white Christmas in London? Aria Giovanni will keep you warm. https://t.co/2fgqNjPCEZ,
2792,Thanks to Carl and the team @ChicknSours for warm welcome and fabulous food! #southernfriedchicken in #sevendials… https://t.co/SxzZeuwZZU,
2793,@Bentleysbird @lauraoakley81 everyone's got a stinking cold at the moment the whole of London's affected! 🙈,
2795,Recruitment Account Manager (No Cold Calls) https://t.co/GNq2JE4wc3 #London #UK #News,
2800,Trafalgar Square in the sunshine -) #london #citylife https://t.co/1fjeDRs1AU,y
2802,why isn't it cold in london why kind of shitty weather is this,y
2804,Madd Dope !! https://t.co/AVjs9s1XtW,
2805,"Living room with plenty of natural sunlight in London, England [1280 x 853] [via https://t.co/6N2RIfXDyk] https://t.co/wpSGH7S8S2",
2806,Take this hottie from behind and slide into her warm tight pussy call 07584311821 to book Valentina #london #escort https://t.co/utlxKBSyak,
2810,The tap water in cambridge is so cloudy I can never bring myself to drink it https://t.co/Rm6rIc8MEL,y
2813,#Theo2 #theo2arena #eastlondon #london #east #northgreenwich #greenwichmeantime #greysky #cloudy… https://t.co/xVjXNuiNac,
2814,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 306 (previously unranked) (7) Buy… https://t.co/s2NZO5cZuR,
2820,Thanks for popping by Horace!! https://t.co/znRX3HudAV,
2822,Why is London so warm 😭,y
2824,@charlieputh @TaylorMarieHill So nice to hear your having a breezing time in London come to portugal it's nice and warm here ❤,y
2832,12pm: Partly Cloudy -7.7C - Feels: -18C - Wind: SW 44km/h Gusts to 57km/h - Bar: 101.7 kPa v - Hum: 69% #London #Weather,y
2838,That's a great look Marianela! Set up for the cold weather. Hope you have your lunch in the bag too! https://t.co/wBXWufsCfY,y
2840,"It was a bright sunny day today in London!
#london #work #business #entrepreneurship #city… https://t.co/ZZMrWJPs7v",y
2841,"#Repost @Web_Wise_Dan
・・・
It was a bright sunny day today in London!
#london #work #business… https://t.co/MxjZ6m4BUh",
2842,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 306 (previously unranked) (8) Buy… https://t.co/s2NZO5cZuR,
2844,Regents canal earlier. So warm and sunny for a December day! #regentscanal #islington #london https://t.co/W3kUbMRCok,
2845,Quand Jack London rencontre James Bond : fol article sur un ex-espion au coeur d'une polémique suite à un cliché https://t.co/MBomic5yjX,
2846,@tfjjoho69 Isn't it cold enough in London? 😊,y
2848,"On the train home, towards London the sky looks dark blue and it looks like night time.. Somerset way is lit up with oranges and purples!",y
2853,"""You think the Thames is cold? You should try the Norseman. Hey, wanna see my tattoo?"" https://t.co/9WRH07Glfy",
2854,Getting the next shot. #winter #london #orange #sky #sunset #cold https://t.co/CnnwIMoGFZ,
2855,"I'm not thrilled to be back in Virginia. It's cold and it's not London. That said, reading… https://t.co/ielCFKnKSg https://t.co/UYBKG8P4gF",
2856,"Hi LondonFog, check out your product's review analysis: https://t.co/gdArtNsMjN",
2859,"Big fan of the Shard lighting, even on a cloudy night #london… https://t.co/duZwA6bHp1",y
2860,#5: Cold (Book One): Cold (Book One) Ella London (Author) (8) Buy new: $0.99 (Visit the Best… https://t.co/8NDjl20UGX #Kindle #Short #Read,
2861,It was a beautiful sunny day in London today!☀️🇬🇧#stpauls #london #daytrip @ St. Paul's Cathedral https://t.co/DpGarGoWEw,y
2863,Deceptively warm temperatures in #London but at least the lights feel like Christmas is coming. https://t.co/1ZyOPCUTsP,y
2873,moved in with 3 x 40 pack of bottled water from costco. no way am i drinking cloudy tap water. miss me with bullshit https://t.co/Cw6GCQfLvo,
2875,"Discussion on how clickbait works has turned into Hot Take Day @WFNYCLE in comments
Somehow still somewhat reasoned

https://t.co/Rlwm9El0Js",
2880,That's a lotta blue for mid-December. Not cold this morning either.... #london https://t.co/eGjoSFyL67 https://t.co/OjRkBEJolM,y
2882,Tonight in London will be Partly Cloudy; high C (F) / low 6C (43F). Wind Southeast 4mph (6kmph).,y
2886,"London may be colder, ice cold, and a bed is a warm bed with her laying in it.",
2895,"This is Madrid today, funny enough it was sunny in London!
#foggy #notlondon #winter #spain #travelling #fog https://t.co/uylEcy1b3D",y
2901,"With the way London bloggers are dressing, I refuse to believe that place is cold 😐😕",y
2903,This time on Sweeney Todd: Anthony got a cold during the returning journey to London. Well. Shit… https://t.co/LOiiC40V7N,
2906,#4: Cold (Book One): Cold (Book One) Ella London (Author) (9) Buy new: $0.99 (Visit the Hot… https://t.co/DqM9SXxW6k #Kindle #Short #Read,
2916,This week World Courier presented about the Evolution of Cold Chain in London. For more about Temperature Control:… https://t.co/c6doskw4o6,
2922,London is a fabulous city in winter sunshine: I've only ever seen the Albert Memorial on full days before #shiny… https://t.co/VbguKUYEiX,y
2925,London is a fabulous city in winter sunshine: I've only ever seen the Albert Memorial on dull days before #shiny… https://t.co/tSeEBsoats,y
2929,#1: Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 127… https://t.co/8oIreL8yO9 #Kindle #Store,
2937,I hope we figure it out sooner for #delhismog @sunitanar @UrbanEmissions @airqualityindia @GardinerHarris… https://t.co/uaoEFkKpGN,
2938,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 127 (previously unranked) (9) Buy… https://t.co/3XjsxHvzjt,
2939,@clfoxy1 @jillaudigirl @peterjohncox Good to hear that! All cosy n warm and hopefully it'll pass very quickly so u can go to London xx,
2941,Go @MsAmberPRiley proud of you! Stay warm! https://t.co/4qD8IapQZO,
2946,@tommy_claret you northern cunts will come down to London thinking cor this is nice and warm down ere play a blinder and turn us over 0-2 😂,y
2947,"You sum it up so nicely. It's cold and it's not England.
*sigh* https://t.co/B7FIqkvOLo",y
2948,@elisabethjlane Huh. I would have thought London was as cold or colder.,y
2952,#London deadly fog. 1952. https://t.co/9KoFITpcnw,
2953,@XXXHOLLYHALSTON Enjoy your last couple of days in London. Don't catch cold though x,
2955,"Keep warm with this chunky wrap scarf.
https://t.co/459bVWnPxa
#handmade #etsshop #london #miltonkeynes #shopping… https://t.co/uM3rSl5C5Y",
2957,HOODED...#winter #warm #tattoo #boy #park #life #skater #boy #london #life #clothing #streetwear #jumper #trendy #uk https://t.co/dc3fQQdHcs,
2958,"@mixvoice4 
Did snow fall in London? 
In Japan, the air is cold and the hands are broken.❄",
2966,"Oh the sound of this tweet! Like music, like music! https://t.co/ksInNr3wC7",
2967,It's chilly out there! Snuggle up in these warm and stylish coats ❄️ #winter #christmas #fashion #warm #coats #cold https://t.co/j57rbugmnt,y
2973,Stoke Newington flood: 150 north London homes under water https://t.co/XWscDLZix4 https://t.co/HHXAkI4kLZ,
2974,View the full forecast of Tomorrow’s Weather For London: Mostly Cloudy here - https://t.co/mqBiSgVQVi #LondonWeather,y
2979,"""It is unbearably hot by the fire, numbingly cold away from it.""--David Perdue, writing about Dickens' London but describing so many things",
2995,"London: make yourself ready for my imminent entry.
Warm yourself up with some old Beaton videos on YouTube or something.",
2996,'Tis the season' 🎄🎅🏼#london #december #christmas #islington #decoracion #cold #england #vsco… https://t.co/EbQKoztIdR,
3008,good old days https://t.co/cqpGQ8Krjz,
3030,It looks like #JimMorrison is about to #BreakOnThroughToTheOtherSide again from the darkness https://t.co/kETiEOC68O,
3033,"A dark, cold night in The East End of #London... https://t.co/b93fGtsusA",y
3038,"I know it's hot in Aus, but here in London it's been warm too. Like, actually unusually warm for this time of year.… https://t.co/c1Kw4gQXIp",y
3042,😂😂😂 https://t.co/pjE2yufkpn,
3043,Freezing Cold London! https://t.co/ExodmEN2KL,y
3044,#3: Cold (Book One): Cold (Book One) Ella London (Author) (9) Buy new: $0.99 (Visit the Hot… https://t.co/JPO53Oo3GW #Kindle #Short #Read,
3046,Did you know you can get direct to Provence by #train from #London @StPancrasInt by @EurostarUK?… https://t.co/RSnD3ZdWly,
3049,"AGAIN in London

Whoever the fuck is organising our travel needs sacking #mufc
https://t.co/fknOIBzkkC",
3054,Really need to work on punctuality in London @ManUtd https://t.co/gjO4wa930U,
3062,I Doors prima di diventare 'i Doors' https://t.co/oluN4wdGQ7 https://t.co/KookfnnVyc,
3066,Adult &amp; College: #9: Cold (Book One): Cold (Book One) Ella London (Author) (10) Buy new:… https://t.co/ATwuJXOoM7 #BookEnticer #BookEnticer,
3070,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 106 (previously unranked) (10)… https://t.co/3XjsxHvzjt,
3078,I Doors prima di diventare 'i Doors' https://t.co/cYK9hSy59a https://t.co/VmL0GJEMJf https://t.co/nFWnCfWCm4,
3086,Man have a good gulp it's nearly Christmas https://t.co/8gR1fGFtSG,
3089,Winter cold makes #Bath's Ancient Roman Bath a steamy realm! https://t.co/tO20Y2LAf8 #familytravel #england #london https://t.co/M1dr2YWmsa,
3095,"#Rainbow, banda de #HardRock, #Heavy #Metal de Reino Unido (#London) activa en los periodos 1975-1984 y... https://t.co/0LyAK6Ko9A",
3098,London is fun. And surprisingly warm. 🙌🏻,y
3099,Tomorrow's London weather: Mostly Cloudy with a high of 11C (52F) and a low of 8C (46F),y
3100,TD BSS random act of kindness day so we posted &amp; handed out keep warm kits in London #actofkindness https://t.co/LCUIsSirQB,
3101,"Mid-December in London: no sign of Winter.
I'm so very warm.",
3102,"Keep It Coming Love by KC And The Sunshine Band is #nowplaying in Elk Bar, London.",
3103,Missing my sunshine and London https://t.co/9PDVCg8xZ6,y
3104,@Wilson40C https://t.co/K2Xb0RvsxJ,
3105,Lovely @saaraaalto was full of smiles despite the cold! #millies #London #XFactor https://t.co/XPRwDrFLwL,
3110,Missing my London. It's sunny and warm there today. Home away from home. #interiordesigner… https://t.co/NXUpQSvEGS,y
3111,3pm: Mostly Cloudy -7.5C - Feels: -17C - Wind: SW 36km/h Gusts to 50km/h - Bar: 101.4 kPa v - Hum: 61% #London #Weather,y
3116,Very disappointed with @JamiesItalianUK food cold served food and awful customer service in London Bridge branch,
3118,Is it normal to be this warm in London? 😍 Im so surprised !! Btw I love Christmas in London..if my family were here would be perfect !! 💙👌🎄🎅,y
3119,#4: Cold (Book One): Cold (Book One) Ella London (Author) (11) Buy new: $0.99 (Visit the Best… https://t.co/fIKSOw3LJv #Kindle #Short #Read,
3120,Cloudy moon #photography #night #london @ Charing Cross railway station https://t.co/1DdqJhWDQX,
3121,Cloudy moon #photography #night #london @ Charing Cross railway station https://t.co/I8SoN5zjxZ,
3122,#nowplaying Aural Imbalance - Cold Room (UK Summer Edit) #london #uk #deephouse #techhouse #progressive #chill #deep https://t.co/eEmqYXY4Mq,
3132,Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 106 (previously unranked) (11)… https://t.co/3XjsxHvzjt,
3135,A warm welcome to new advertiser on Adult Guide to London @YummyEscortsLon,
3137,Middle of the night fog shot #London https://t.co/MfVfQsgYuQ,y
3153,"@philmcnulty 12 deg in London, Pogba and Zaha wearing gloves...just because it's winter, doesn't mean it's cold...",
3164,🍵🍵Warm @ Lili's ☕☕ #coffee #instadaily #warm #winter #paris #london #nyc #chocolate #hot… https://t.co/zC1Hwh3F0S,
3178,Norm on pigeon patrol duty in the sunshine today at The Old Royal Naval College. On form! #Greenwich #London… https://t.co/sJlmvHQCpJ,
3179,"So today I've been swimming in the outdoor swimming pool. The 14th of December. In London. It's so warm outside, doesn't feel like xmas!",y
3181,@GuitarmanDan I'm finally heading back to CA from London! Must say I miss the sun! Oh and it hasn't been cold in London!,y
3184,#streetphotography #1800sStyle https://t.co/TwZZeLXDG4,
3186,#2: Cold (Book One): Cold (Book One) Ella London (Author) Sales Rank in Kindle Store: 322 (previously unranked) Buy… https://t.co/04I3DHzILg,
3190,"If you're cold outside, your pet is too!  Keep your pets safe in these frigid temps!  #fluidrunning4pets #petsafety https://t.co/ZAju5LoslH",
3191,Heyyy Jim #London Welcome to the show excuse my husky voice got a cold xx https://t.co/TJedtRH1Er,
3194,Rainbow dance floor #london #christmas @ LouLou's 5 Hertford Street https://t.co/OgTNIyW1uR,
3195,"You know it's cold when you see more deliver ""Roos"" on the street than people @Deliveroo #london #californiagirl is #freezing",
3200,Three large #London floods in a week. Have your say on our future flood rescue capability here:… https://t.co/axXi5JZsYL,
3201,London boy!!!  https://t.co/MSrsU2lMv3,
3202,"@vayenntha Yes, I did. I lived in Lahore for a brief time. Trust me, Lahore cold &gt; London cold haha.",y
3203,"BT sport constantly praising United fans for making the journey to London a cold Wednesday night... 

I bet a quarter or less are from Manc.",
3205,"39
ロンドンは霧で有名である。
London is ( famous ) ( for ) the fog.",
3206,@Oriental_Lilly its too warm to feel like xmas! London docklands museum,
3207,"BT sport keep praising United fans for making the trip to London on a cold Wednesday night..

I bet a quarter or less are from Manchester.",
3212,"Baby it's cold outside ❄️ another favourite milafurs @ London, United Kingdom https://t.co/N1v036dNMu",
3213,Mys... https://t.co/tsD3Evgjde (https://t.co/4v1YFx5yDv 61 points),
3221,#3: Cold (Book One): Cold (Book One) Ella London (Author) (11) Buy new: $0.99 (Visit the Best… https://t.co/aRQGamf1tB #Kindle #Short #Read,
3222,@4thImpactMusic not that cold like London.,
3235,Lmfaooooooo https://t.co/cUS4o81hvI,
